input,category
这个会议室适合于年会、晚会，有许多张圆桌子，但是都分散在会议室各个部分，不靠在一起，每张桌子围绕着七张椅子，每个圆桌最前面没有椅子。,1
这个会议室用途是授课、班级或年级会议，按列和排规律分成三列排布，有两个过道。,2
我想拿这个会议室进行展会，晚会，灯光比较集中在前部舞台，椅子比较豪华，铺了地毯，没有桌子，椅子是折叠椅子，整体氛围偏暗，铺了地毯。,0
多层弧形桌子，每张弧形桌子有多个椅子，投影仪居中，同一桌子的人到投影仪的距离相近。,2
这个会议室用途是课堂，面向讲台，比较集中，一张桌子配一张椅子。,2
这个会议室适合于学术会议，有讲台，有投影仪，每四张矩形桌子拼成一个更大的矩形。,1
这个会议室适合于小组讨论，以大圆桌的方式组织，根据会议室大小圆桌均匀分布在会议室内。,1
没有桌子，只有椅子，椅子较整齐的分成两部分放置在室内。,3
整齐分布，较为紧凑，2列3排，我想开展小课堂。,2
有很多排椅子，没有桌子，有一扇门，此虚拟会议室目的是开展电影院。,0
有讨论和研究的氛围，长桌两侧各有几把椅子，有一个投影，会议室落地窗，我想拿这个会议室进行适合学术会议。,4
这个会议室适合于头脑风暴、经验分享，没有桌子，所有人坐在椅子上围绕程圆圈。,3
都面向前方，四排红色椅子，比较紧凑，面对一个方向，这个会议室适合进行展会、小型讲座。,0
四排红色椅子，比较紧凑，面对一个方向，最前面有一个桌子。,0
每两张桌子并排放形成一条直线，两排桌子之间有一定间隔，间隔之间放置椅子，房间两侧有窗户，我想拿这个会议室进行小组讨论。,2
我想拿这个会议室进行年会，压抑，没有窗户很压抑。,0
我想拿这个会议室进行学术会议，数排、数列带桌子的椅子。,0
此虚拟会议室目的是开展班会，多点阵列，一桌一椅，教师前方有讲台黑板，侧面有窗户，光线明亮。,2
私密性好，小隔间，单桌，一面墙为落地窗，这个会议室用途是小组讨论。,4
正方形的桌子间隔放置，每张桌子的靠近摄像头的两侧各放两张桌子，房间一侧有窗帘和窗户，没有投影，没有讲台，天花板上有挂灯，这个会议室适合于小组讨论，晚会。,1
讲台桌子位于会议室正面，其余桌椅呈半圆状面向会议室正面分布，我想拿这个会议室进行学术会议、宣讲会、论坛讲座。,2
多组圆形排列，这个会议室适合进行小组讨论。,1
几张大桌子，每张桌子周围排列着椅子，此虚拟会议室目的是开展小组讨论，展会，年会，晚会。,1
这个会议室适合进行学术会议，公司会议，桌椅摆放情况方便面向一个方向。,5
没有桌子，椅子是折叠椅子，整体氛围偏暗，铺了地毯，灯光比较集中在前部舞台，椅子比较豪华，铺了地毯。,0
这个会议室适合于学术会议，年会，桌椅数量大，桌子由房间头到房间尾从低到高逐层放置在台阶上，每层上的桌子排列成直线，椅子是桌子自带的。,2
此虚拟会议室目的是开展小组讨论，展会，年会，晚会。,1
这个会议室适合进行采访会议。,3
这个会议室适合进行小组讨论，组内接近。,1
以小桌形式，一张桌子周围配置六个椅子。,1
椅子较多，我想拿这个会议室进行年会，晚会。,0
我想开展学术会议、小组讨论，普通的教室布局。,2
这个会议室用途是商业会议。,5
我想开展小组讨论，中间有一个大桌子，椅子分布在桌子的两端和一侧，落地窗。,4
多排阶梯上排列联排教室椅，主席台上有一排座位，这个会议室适合于年会。,0
我想开展讨论会、公司决策会。,5
我想开展讨论会、咨询会，几个桌子彼此分开，有四张桌子，彼此分开，每个桌子有六张椅子，椅子两两面对。,1
这个会议室用途是学术会议，同心圆由内向外辐射。,3
C型、环形的桌子和椅子。,5
u型桌子，比较扁，三面都有椅子。,5
有好多个圆桌彼此分开，每个圆桌各有10个椅子，围绕着圆桌，最前面有一个大讲台，有许多个圆桌彼此分开，这样既能看到最前方的讲台，也能方便小部分人彼此深度交流。,1
这个会议室适合进行学术会议，环绕的布局。,5
阶梯教室多排桌椅，这个会议室用途是上课。,2
这个会议室适合进行展会、晚会、学术会议、课堂，桌椅呈弧形阶梯布局，空间较大，类似大学教室的结构。,2
这个会议室适合进行小组讨论，组内接近，多组圆形排列。,1
此虚拟会议室目的是开展展会，年会，没有桌子，椅子从房间头到房间尾放置在阶梯上，全部面朝同一方向，椅子数量多，房间的一侧似乎有一个讲台，房间中间的天花板上有一个投影仪，房间无窗。,0
这个会议室适合进行学术会议，小组讨论。,5
我想开展展会，晚会，视线较集中，无桌子，氛围比较轻松，无桌子，椅子比较豪华，面向一个大屏幕。,0
阶梯教室里有7排椅子，中间有过道，除最后一排是14个椅子，其他排都是12把椅子，4个窗户，一个投影仪，木质地板，光线明亮，蓝色椅子，这个会议室适合于学术会议，讲座，宣讲会。,0
没有桌子只有椅子，很多排椅子，四周都是墙壁，天花板上有灯，此虚拟会议室目的是开展看电影、看表演。,0
我想拿这个会议室进行讨论会、学术会议，有五张长方形桌子，彼此分开，不靠近，每个桌子四周围绕着五个椅子。,1
大学教室布局，紧密排布，中间一行八个座椅，两侧一行四个座椅，从前到后座位高度依次变高，紧密排布，讲台适合知识输出。,2
这个会议室适合进行展会、小型讲座，四排红色椅子，比较紧凑，面对一个方向，最前面有一个桌子。,0
这个会议室用途是学术会议，小组讨论，没有桌子，椅子排放混乱，两个投影仪。,3
座椅少，房间小巧，一张小方桌，围摆三张沙发椅，有电子屏幕，房间一侧透明，这个会议室适合于小组讨论，开放式交流。,4
五排椅子，每排椅子都有四张桌，最前面有投影和讲台。,2
这个会议室适合进行小组讨论、小型报告、年会，五张桌子分布摆放，其中一张桌子位于会议室正前方，四张桌子两两分散在左右两侧，每张桌子配置五张椅子，每张桌子旁的椅子摆放结构与桌子和会议室的相对关系相同。,1
我想拿这个会议室进行小组讨论，没有桌子，只有椅子围着，椅子围成一圈。,3
没有桌子，椅子是折叠椅子，整体氛围偏暗，铺了地毯，我想拿这个会议室进行展会，晚会。,0
有八排椅子，都面向前方，没有过道，灯光很明亮。,0
这个会议室适合进行小组讨论。,3
餐桌，没有窗户，圆桌。,1
这个会议室适合进行学术会议、展会、讲座。,0
有七排椅子呈阶梯状分布，并且分为左右两部分，没有桌子，这个会议室用途是学术会议。,0
皮质椅子，一张桌子，一张长方形大会议桌，周围围绕若办把皮质椅子，落地窗，有书架，吊灯，地毯，笔记本电脑，这个会议室用途是公司会议。,4
我想开展展示评价、头脑风暴，没有桌子，只有椅子，椅子较整齐的分成两部分放置在室内，椅子上有纸和笔，有讲台、有投影仪，光比较明亮。,3
我想拿这个会议室进行学术会议，公司会议，大会议桌。,4
这个会议室适合于小组讨论。,5
三个椅子分布在桌子的周围。,4
我想开展上课、展会。,0
灯光比较集中在前部舞台，椅子比较豪华，铺了地毯，没有桌子，椅子是折叠椅子，我想拿这个会议室进行展会，晚会。,0
这个会议室适合于学术会议。,0
多排教室椅阶梯排布，中间是讲台，这个会议室用途是上课。,0
这个会议室适合于展会，宣讲，没有桌子。,3
规模小，布置简单，去中心化结构，面对面互动性强，标准圆圈状排列，我想开展小组讨论。,3
我想开展学术会议小组讨论，面向投影仪，相互交流方便，U型桌。,5
我想拿这个会议室进行讨论会、沙龙，一圈蓝椅子随意地围成一圈，椅子都面向中间。,3
每六个桌子成一组，围成一个六边形，房间内多组桌子错落排放，每组桌子的一条边上放置一张椅子，此虚拟会议室目的是开展小组讨论。,1
我想开展学术会议小组讨论，面向投影仪，相互交流方便。,5
一张大长桌两侧分布了多把椅子，长桌一头有一把椅子，长桌式密集分布。,4
各椅子离其他椅子，讲台距离近，无桌子，相同数量的椅子分布在会议室两侧，方向相对，我想拿这个会议室进行课堂讨论。,3
此虚拟会议室目的是开展学术会议，五排椅子，每排椅子都有四张桌，最前面有投影和讲台。,2
环绕的长桌和椅子，投影和讲台。,5
座椅拜访很随意，没有桌子，很紧凑，促进大家的交流，五张椅子围成一圈，没有桌子，这个会议室适合进行小组讨论。,3
这个会议室用途是学术会议，座谈会，由中心向外呈同心圆状排列，光线好，有剪贴布置。,3
压抑，我想拿这个会议室进行年会。,0
此虚拟会议室目的是开展小组讨论，四排桌子，每个桌子有4个椅子。,2
遍布整个会议室，我想开展班会。,3
比较小，参会者距离近，有方便讨论的白板，数个椅子围绕着一个C字形的桌子的外沿均匀分布，此虚拟会议室目的是开展小组讨论。,5
我想开展年会，晚会，桌椅数量大，房间内有很多圆桌，每张圆桌周围放约8张椅子。,1
桌椅平均布局，无中心点，一张桌子配一张椅子，围在一起，有窗户，有小装饰品，这个会议室适合进行小组讨论。,5
此虚拟会议室目的是开展展会，讲座，大型课堂。,2
此虚拟会议室目的是开展演讲，讲座，一共两大列，8小列，每大列4小列共5排椅子，正前方有一张讲桌，正前方墙上有两个投影，右侧墙上有两块黑板。,0
一张桌子配一张椅子，有窗子，比较明亮，灯光为日光灯，有讲台。,2
这个会议室适合进行学术会议，黑色的桌子，看起来比较高级的椅子，周围的环境比较肃穆。,4
有许多排红色椅子，有靠背，面向前方，中间有一个过道，最前面有一个长桌子和7张椅子。,0
此虚拟会议室目的是开展交流型学术会议，年级破冰，团建游戏，演讲，聚集在一个中心，且在同一平面上便于交流，人数较多，围绕一张小桌子，几十张椅子围绕中心点向四周呈射线式分散。,3
这个会议室适合于年会，晚会，房间内放置多张大方桌，每张桌子四侧各放置三张椅子，房间一侧有投影幕布，房间天花板上有大型灯。,1
这个会议室适合于学术会议，展会。,4
这个会议室适合于学术会议，中间有一个小桌子，四把大椅子，周围有很多小椅子，一扇门。,3
我想拿这个会议室进行学术会议，有很多桌子，桌子排列呈U型，很多椅子分布在桌子的一侧。,5
没有桌子，椅子从房间头到房间尾放置在阶梯上，全部面朝同一方向，椅子数量多。,0
此虚拟会议室目的是开展小组讨论，学术会议。,4
我想开展学术会议，展会，年会，座位充足，座位分布有明显中心化倾向，由内向外呈同心圆状分布，落地窗，采光好，大尺寸投影屏幕。,3
有许多个圆桌彼此分开，这样既能看到最前方的讲台，也能方便小部分人彼此深度交流，有好多个圆桌彼此分开，每个圆桌各有10个椅子，围绕着圆桌，这个会议室适合进行年会、晚会。,1
餐桌，多个圆桌餐桌，周围配有椅子，有舞台、地板、音响，我想开展晚宴，婚宴。,1
椅子连在一起，椅子上带有小桌板，分布在会议室后方，有放映机，我想开展学术展示、讲座。,0
这个会议室适合进行吃饭，餐桌。,1
这个会议室适合进行小组讨论，扁平化。,3
多点阵列，一桌一椅，教师前方有讲台黑板，侧面有窗户，光线明亮，紧密排布，桌椅较多。,2
这个会议室用途是学术会议。,5
房间内放置多张大方桌，每张桌子四侧各放置三张椅子，房间一侧有投影幕布，房间天花板上有大型灯。,1
这个会议室适合于学术会议，展会，比较专业。,4
八张椅子围着一张圆桌。,4
我想开展学术会议，折叠椅配桌子，椅子比较豪华，一张桌子配一张椅子。,2
由中心向外呈同心圆状排列，这个会议室用途是学术会议，座谈会。,3
这个会议室用途是学术会议，小组讨论。,3
一共有八列六排，两列为一组，中轴线对称摆放，此虚拟会议室目的是开展上课，讲座。,2
我想拿这个会议室进行小组讨论，没有桌子，只有椅子围着。,3
我想开展学术会议小组讨论。,5
这个会议室适合于年会，婚礼，圆桌适合吃席，有个舞台可以给观众看节目。,1
这个会议室适合于学术会议，小组讨论。,1
我想开展采访会议，学术会议。,3
外圈围绕着一圈小型书桌，每张书桌配有一张椅子，内圈有六张椅子围绕着一张大圆桌，每个学生可以拥有一张专属桌椅，用于书写记录课程内容；教师可以在内圈或讲台进行课程的讲授，也可以在内圈更好地与同学进行单人互动。,3
我想开展晚宴，婚宴，餐桌，多个圆桌餐桌，周围配有椅子。,1
这个会议室适合于小组讨论，中间有一张半环形桌子，四周整起排列着椅子。,5
这个会议室适合进行学术会议。,2
无桌子，相同数量的椅子分布在会议室两侧，方向相对，各椅子离其他椅子，讲台距离近。,3
我想开展小组讨论。,3
这个会议室用途是商业会议，一张大桌子，座位分列两侧。,4
没有桌子，椅子分成若干层放置，每一层都排列成一个环，多层椅子形成多个同心圆，圆心处另外放置了5个椅子。,3
黑板投影适合学术展示与交流，桌椅相邻较近适合讨论，面积不够大去开晚会，几张小桌围绕一个圆桌，有投影，多块黑板，许多便笺，灯光明亮，此虚拟会议室目的是开展学术会议，小组讨论。,3
这个会议室适合于小组讨论，中间有一个大桌子，椅子分布在桌子的周围。,4
两大列座位分布在道路两侧，每大列包含数行、数列座位，道路尽头有讲台和投影仪，这个会议室适合于展会。,0
我想开展学术会议、企业商业会议。,4
每个房间只有一张圆形桌子，配若干休闲靠背座椅。,4
此虚拟会议室目的是开展学术会议，分组，四组长桌椅分布在会议室的两侧，每侧各两组，每张长桌对应五把椅子。,1
我想开展项目展示、讨论项目。,4
有四个弧形的长桌子，中间的空间有很多把椅子，我想拿这个会议室进行学术会议，年会。,2
一张小方桌，围摆三张沙发椅，座椅少，房间小巧。,4
讲台桌子位于会议室正面，其余桌椅呈半圆状面向会议室正面分布，讲台和投影位于会议室正面，会议室左侧开两扇窗。,2
这个会议室适合进行讨论、沙龙，都面向中间，彼此可以看到互相的表情。,3
长的u型桌子，最前面一面没有桌子，其他三面都有桌子和椅子，桌椅排布很正式，u型。,5
四排电影院黑红色椅子，正前方有一个讲台。,0
没有桌子，简单排列着椅子，椅子排放整齐。,0
我想开展采访会议，学术会议，圆心处另外放置了5个椅子，没有桌子，椅子分成若干层放置，每一层都排列成一个环，多层椅子形成多个同心圆，圆心处另外放置了5个椅子。,3
两列多排桌椅，分布紧密，多排，紧凑，大屏幕。,2
没有桌子，椅子排放混乱。,3
可容纳人数多，宽大的长桌，桌椅比较精致舒适，商务风的装饰，一张很大的原木色长桌，周围摆放着许多白色滑轮椅子，桌子的两端各有一把椅子，这个会议室适合进行商务会议，例如董事会会议或者商务谈判。,4
这个会议室适合进行学术会议、展会、讲座，都面向前方，没有桌子，十分密集，有八排椅子，都面向前方，没有过道，灯光很明亮。,0
类似教室的成列和成排的规律布局，按列和排规律分成三列排布，有两个过道，一侧有较大的窗户，有黑板、投影仪、顶灯，这个会议室用途是授课、班级或年级会议。,2
C型、环形的桌子和椅子，C型桌子的缺口处有讲台和投影仪，各位置到投影仪距离相近且无遮挡。,5
这个会议室适合进行学术会议，演讲。,0
这个会议室适合于小组讨论。,1
这个会议室适合进行小组讨论，梯形桌子围成了一个圈，周围摆上办公椅子。,1
此虚拟会议室目的是开展学术会议，投影仪居中，同一桌子的人到投影仪的距离相近，多层弧形桌子，每张弧形桌子有多个椅子，最内层桌子的内侧有讲台和投影仪。,2
我想开展感觉做啥都不行，4*5分布的可收起座位。,0
三边U形布局的长桌，长桌的外侧有多把椅子，宽大的落地窗，教室前方有投影。,5
这个会议室适合于学术会议。,5
此虚拟会议室目的是开展学术会议，桌子摆放成方形，周围排列着椅子。,5
这个会议室适合进行小组讨论、低于5人的研讨课、论文答辩，布局靠得很近，便于沟通。,4
有很多桌子很多椅子，桌子排列呈U型，椅子全部分布在桌子的一侧，有投影仪还有画，这个会议室适合于学术会议。,5
这个会议室适合进行学术会议，中间一圈较少的椅子作为中心，发散分布若干圈椅子。,3
我想拿这个会议室进行访谈，开放式讨论。,3
数排、数列带桌子的椅子，所有椅子的前方有讲台和投影仪，会议室侧边有黑板。,0
我想拿这个会议室进行项目展示。,4
此虚拟会议室目的是开展学术会议，分组。,1
有四排椅子，每排椅子前都由两个长桌拼成桌子。,2
我想拿这个会议室进行学术会议。,5
设备先进，座椅高档，环境明亮，较长的矩形桌，座椅围绕摆放，有电子屏幕，落地窗，这个会议室用途是工作会议。,4
环绕型，中型会议室，桌子拼成环绕型，围绕演讲者，每个座位上有纸笔，有投影仪，地毯，大窗户，我想拿这个会议室进行小组讨论。,5
此虚拟会议室目的是开展学术会议，多层弧形桌子，每张弧形桌子有多个椅子，最内层桌子的内侧有讲台和投影仪。,2
这个会议室适合于小组讨论，小会议桌，小会议桌，围绕5-6把办公椅。,4
这个会议室适合进行学术会议，黑色的桌子，看起来比较高级的椅子，周围的环境比较肃穆，长方形桌子放在房间中央，椅子围绕桌子摆放。,4
桌子三面围绕，中间两把椅子，两边分别四把椅子，一面临窗，中间一台投影仪，围绕着中心，更适合看人汇报，距离比直排桌近，更适合讨论。,5
我想拿这个会议室进行学术讨论，椅子随意摆放，可以随意讨论，椅子随意摆放，无桌子。,3
一张圆桌周围有五张椅子，布局紧凑，圆桌能让所有人面对面。,4
这个会议室适合于小组讨论，可自由挪动的桌椅方便自由组合。,1
海报和人数，同心圆由内向外辐射，这个会议室用途是学术会议。,3
大量的座位呈扇形同心圆围绕着主演讲台分布。,0
我想拿这个会议室进行公司会议、组会，u型会议室，由很多张桌子拼成一个大型u型会议桌，会议桌三边围绕着许多椅子。,5
没有桌子，椅子从房间头到房间尾放置在阶梯上，全部面朝同一方向，椅子数量多，房间的一侧似乎有一个讲台，房间中间的天花板上有一个投影仪，房间无窗，此虚拟会议室目的是开展展会，年会。,0
一张长方形的桌子，四面都有椅子，竖着摆放，我想开展公司会议、决策性会议、讨论。,4
讲台位置突出，主讲人突出，有黑板可以书写，整个教室有两大列桌椅，中间有一个过道，正前方有讲台，墙上有一个黑板，我想拿这个会议室进行上课。,2
桌椅排布很正式，u型，长的u型桌子，最前面一面没有桌子，其他三面都有桌子和椅子，最前面有投影，左边有窗户，这个会议室适合进行公司会议。,5
这个会议室适合于小组讨论，只有椅子。,3
以大圆桌的方式组织，根据会议室大小圆桌均匀分布在会议室内，设置有窗户，有窗帘遮挡阳光，每个圆桌将人聚集在一起。,1
我想开展感觉做啥都不行，没桌子开不了正式会议，又挤，不适合娱乐。,0
我想开展讨论会、咨询会，有四张桌子，彼此分开，每个桌子有六张椅子，椅子两两面对。,1
这个会议室适合进行小组讨论，学术会议。,2
我想拿这个会议室进行学术讨论。,3
很多排椅子围成几个同心圆，没有桌子，这个会议室适合于比赛。,3
这个会议室适合进行年会、晚会，很多椅子围着一张桌子。,1
中间有一个桌子，左右两侧都有九把椅子，后方有一把椅子。,4
小会议桌，小会议桌，围绕5-6把办公椅，小房间，有显示器、地毯，没有窗户，这个会议室适合于小组讨论。,4
桌子有三排，构成一个u型，椅子在桌子外面有一圈。,5
这个会议室适合进行学术会议。,5
里外有几层座位，环环围绕成一个圈，没有桌子只有椅子，间距不一，较为随意，我想开展小组讨论，研讨课，活动筹备会议。,3
我想开展年会，晚会，桌椅数量大。,1
我想开展年会和晚会等大型会议，所有椅子朝向主席台，十多排椅子，每排20把。,0
我想拿这个会议室进行小组讨论，环绕型。,5
我想开展学术会议，展会，年会。,3
这个会议室适合于小组会议。,1
这个会议室用途是学术会议，有很多桌子很椅子，桌子排列呈U型，椅子全部分布在桌子的一侧。,5
教室，独立座椅，排列整齐，有讲台，黑板。,2
这个会议室适合于年会、晚会，有很多张桌椅子，能看到前面也能看到彼此，有许多张圆桌子，但是都分散在会议室各个部分，不靠在一起，每张桌子围绕着七张椅子，每个圆桌最前面没有椅子，最前面是站台。,1
中型会议室，桌子拼成环绕型，围绕演讲者。,5
长条桌子，旁边都是椅子，前面是投影。,5
这个会议室适合于学术会议展会。,3
这个会议室适合进行小组讨论。,4
无桌子，椅子比较豪华，面向一个大屏幕，有大屏幕，整体为红色系。,0
这个会议室适合进行年会、晚会，由若干组桌椅组成，12张椅子围着一个桌子，前方有一个舞台，舞台上有一个投影。,1
都面向中间，彼此可以看到互相的表情，外圈有十几张白椅子，围成一个圈，内圈有七、八张椅子，都面向中间，内外圈共有两圈，这个会议室适合进行讨论、沙龙。,3
这个会议室适合于研讨会，学术会议，晚会等，大量、开放、开阔。,2
这个会议室用途是小组讨论，没有桌子，有五把椅子按照圆圈环绕。,3
环绕式摆放桌椅，座位放在外围，中心有小圆桌，也放置了椅子，环绕式。,3
环绕布局，宽大的桌子，5个座位环绕布局，前方有投影，这个会议室适合进行小组讨论。,5
都面向前方，排列紧密，有许多排红色椅子，有靠背，面向前方，中间有一个过道，最前面有一个长桌子和7张椅子，我想拿这个会议室进行讲座、宣讲会。,0
只有椅子放射状布局，会议室四周各自有投影。,3
这个会议室适合进行年会，晚会。,1
有四张桌子，彼此分开，每个桌子有六张椅子，椅子两两面对，我想开展讨论会、咨询会。,1
外圈围绕着一圈小型书桌，每张书桌配有一张椅子，内圈有六张椅子围绕着一张大圆桌，此虚拟会议室目的是开展西方的教室，用于人数中等的教学活动。,3
这个会议室适合于小组讨论，小会议桌，围绕5-6把办公椅。,4
我想拿这个会议室进行年会，晚会，宽敞，成组。,1
三大列桌椅，共12排，最前方有一个讲台，这个会议室适合于上课。,2
这个会议室适合于学术会议，有讲台，有投影仪。,1
我想开展讨论会。,4
以大圆桌的方式组织，根据会议室大小圆桌均匀分布在会议室内，设置有窗户，有窗帘遮挡阳光。,1
这个会议室适合进行学术会议，公司会议，一整个环形长桌分布，单侧配若干椅子，投影，窗户，白板。,5
这个会议室用途是学术会议，展会，有多排椅子按照一定的间隔平行放置，一排上有很多椅子。,0
4*5分布的可收起座位。,0
这个会议室用途是小组讨论。,3
我想拿这个会议室进行项目展示，桌子只有一张，椅子只有4个，围绕在桌子的一端，桌子另一端面对放映机，桌上有电脑、有投影仪，房间有其他装置。,4
分小组分布，我想开展小组。,1
我想开展学术展示、讲座。,0
一共有八列六排，两列为一组，中轴线对称摆放。,2
中间一个leader，周围的开会人员面对中心均匀分布，投影一般在中心人员的背后，这个会议室用途是讨论。,3
四张中心围绕的沙发表明他们是会议的核心发言人，外圈的两排椅子表明有许多发言频次很低的听众，会议室内没有投影，说明不需要对特定图片和复杂数据信息进行展示，可以表明他们讨论的是偏人文社科定性方向的议题，外圈两排椅子围绕着内圈的四张沙发，其中两张沙发之间有一个小圆桌，在室内，无其他物件，我想开展小型座谈会。,3
我想拿这个会议室进行讲座、宣讲会。,0
此虚拟会议室目的是开展演讲，讲座，主讲人突出，座椅舒适。,0
比较专业，排列较为整齐，这个会议室适合于学术会议，展会。,4
我想开展上课、展会，数排座椅整齐排列为方阵。,0
我想拿这个会议室进行学术讨论，椅子随意摆放，无桌子，后方有展板，有介绍的详细信息。,3
视线比较集中，有展示的地方，方便一个人重点介绍，桌子和椅子一配一，围成版方形，这个会议室适合进行学术会议，小组讨论。,5
小隔间，单桌，这个会议室用途是小组讨论。,4
这个会议室适合于讲座、学术会议，有好多排白色的椅子，没有桌子，面向前方。,0
这个会议室用途是适合小组讨论，长桌两侧分布多个座位，前方有个投影，上方有个吊灯。,4
这个会议室用途是小组讨论，学术会议，小组讨论，，有一个讲台，以及一排连着的桌子和椅子，有一个白板，桌面上有笔记本。,5
四张小桌子拼成一个大桌子，每个桌子一张椅子。,1
一整个环形长桌分布，单侧配若干椅子，这个会议室适合进行学术会议，公司会议。,5
这个会议室适合进行吃饭。,1
中间有一个大桌子，很多椅子分布在桌子的周围，我想开展学术会议。,4
我想开展课堂教学，讲座，大学教室布局，紧密排布，中间一行八个座椅，两侧一行四个座椅，从前到后座位高度依次变高。,2
宽松环绕，艺术墙，我想开展小组讨论。,3
我想开展小组讨论，课堂，若干张梯形课桌拼成六边形，每个边有一把椅子，大房间内有多个六边形。,1
4*5分布的可收起座位，我想开展感觉做啥都不行。,0
没有桌子，排列紧密而且正式，好多排椅子，没有桌子，都面向前方，排列整齐，最前面有讲台，我想拿这个会议室进行年会、晚会、讲座。,0
我想开展学术会议，没有桌子，有很多排椅子，有一扇门。,0
多点阵列，一桌一椅，教师前方有讲台黑板，侧面有窗户，光线明亮。,2
有很多桌子很椅子，桌子排列呈U型，椅子全部分布在桌子的一侧，这个会议室用途是学术会议。,5
这个会议室适合于展会，宣讲，没有桌子，没有桌子，椅子排成一圈，有多圈，简易椅子，大房间。,3
